raw_tag,canonical_id,brick_class,equipment_type,equipment_id,point_role,subsystem,zone_id,unit,param_key,description
BLDG1_ZONE_2_REXT_PARAM,BLDG1_ZONE_2_REXT_PARAM,Envelope_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_2,K/kW,R_ext,Standard Envelope_Thermal_Resistance_Parameter point for Building_Main in zone_2
Campus.Eng.North.Temp.Sp,Campus.Eng.North.Temp.Sp,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_2,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_2
facility_a_chlr2_setpoint,facility_a_chlr2_setpoint,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_2,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_2 in unassigned
Campus Eng Ahu3 Fltr Dp,Campus Eng Ahu3 Fltr Dp,Filter_Differential_Pressure_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,kPa,none,Standard Filter_Differential_Pressure_Sensor point for Building_Main in unassigned
DatacenterWestWestAirTempSp,DatacenterWestWestAirTempSp,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_5,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_5
FACILITY_A_Z3_RH_SENS,FACILITY_A_Z3_RH_SENS,Relative_Humidity_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_3,%,none,Standard Relative_Humidity_Sensor point for Building_Main in zone_3
bldg1_z5_room_temp,bldg1_z5_room_temp,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_5,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_5
FACILITY_A_CHLR1_CHW_RET_T,FACILITY_A_CHLR1_CHW_RET_T,Chilled_Water_Return_Temperature_Sensor,Chiller,Chiller_1,sensor,hvac,unassigned,deg_C,none,Standard Chilled_Water_Return_Temperature_Sensor point for Chiller_1 in unassigned
HOSPITAL/MAIN/AHU2/FAN/PWR/KW,HOSPITAL/MAIN/AHU2/FAN/PWR/KW,Electric_Power_Sensor,Air_Handling_Unit,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
CampusEngZ04RhSens,CampusEngZ04RhSens,Relative_Humidity_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_4,%,none,Standard Relative_Humidity_Sensor point for Building_Main in zone_4
Datacenter/West/Z3/Room/Temp,Datacenter/West/Z3/Room/Temp,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_3,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_3
FACILITY/A/OAT,FACILITY/A/OAT,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
TowerNorthOat,TowerNorthOat,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
DatacenterWestWestRextParam,DatacenterWestWestRextParam,Envelope_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_5,K/kW,R_ext,Standard Envelope_Thermal_Resistance_Parameter point for Building_Main in zone_5
BLDG1-CHLR1-ELEC-KW,BLDG1-CHLR1-ELEC-KW,Electric_Power_Sensor,Chiller,Chiller_1,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_1 in unassigned
HOSPITAL MAIN SOLAR IRRAD,HOSPITAL MAIN SOLAR IRRAD,Solar_Radiance_Sensor,Building,Building_Main,sensor,environment,unassigned,W/m2,none,Standard Solar_Radiance_Sensor point for Building_Main in unassigned
HQ/VAV/FLOOR1/Z2/DAMPER/CMD,HQ/VAV/FLOOR1/Z2/DAMPER/CMD,Damper_Position_Command,Variable_Air_Volume_Box,Building_Main,command,hvac,zone_2,ratio,none,Standard Damper_Position_Command point for Building_Main in zone_2
facility/a/zone/1/occupancy/count,facility/a/zone/1/occupancy/count,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_1,count,none,Standard Occupancy_Sensor point for Building_Main in zone_1
Bldg1 Zn2 Rat,Bldg1 Zn2 Rat,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_2,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_2
campus/eng/ahu2/supply/temp,campus/eng/ahu2/supply/temp,Supply_Air_Temperature_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Sensor point for Building_Main in unassigned
tower-north-oat,tower-north-oat,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
HospitalMainAhu2FltrDp,HospitalMainAhu2FltrDp,Filter_Differential_Pressure_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,kPa,none,Standard Filter_Differential_Pressure_Sensor point for Building_Main in unassigned
campus.eng.vav.floor1.z1.damper.cmd,campus.eng.vav.floor1.z1.damper.cmd,Damper_Position_Command,Variable_Air_Volume_Box,Building_Main,command,hvac,zone_1,ratio,none,Standard Damper_Position_Command point for Building_Main in zone_1
TowerNorthZ03CzParam,TowerNorthZ03CzParam,Thermal_Capacitance_Air_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_3,kJ/K,C_z,Standard Thermal_Capacitance_Air_Parameter point for Building_Main in zone_3
CAMPUS-ENG-CHLR1-SETPOINT,CAMPUS-ENG-CHLR1-SETPOINT,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_1,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_1 in unassigned
bldg1.vav.floor1.z4.dmpr.pos,bldg1.vav.floor1.z4.dmpr.pos,Damper_Position_Command,Variable_Air_Volume_Box,Building_Main,command,hvac,zone_4,ratio,none,Standard Damper_Position_Command point for Building_Main in zone_4
Campus_Eng_Z03_Air_Temp_Sp,Campus_Eng_Z03_Air_Temp_Sp,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_3,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_3
DatacenterWestBldgTotalPwrKw,DatacenterWestBldgTotalPwrKw,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
DatacenterWestChlr2ElecKw,DatacenterWestChlr2ElecKw,Electric_Power_Sensor,Chiller,Chiller_2,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_2 in unassigned
datacenter west ahu2 fan pwr kw,datacenter west ahu2 fan pwr kw,Electric_Power_Sensor,Air_Handling_Unit,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
TowerNorthChlr2ElecKw,TowerNorthChlr2ElecKw,Electric_Power_Sensor,Chiller,Chiller_2,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_2 in unassigned
facility/a/z5/occ,facility/a/z5/occ,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_5,count,none,Standard Occupancy_Sensor point for Building_Main in zone_5
bldg1 z02 rat,bldg1 z02 rat,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_2,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_2
datacenter-west-west-cm-param,datacenter-west-west-cm-param,Thermal_Capacitance_Mass_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_5,kJ/K,C_m,Standard Thermal_Capacitance_Mass_Parameter point for Building_Main in zone_5
HospitalMainZ04RoomTemp,HospitalMainZ04RoomTemp,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_4,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_4
datacenter_west_vav_z3_dmpr_pos,datacenter_west_vav_z3_dmpr_pos,Damper_Position_Command,Variable_Air_Volume_Box,Building_Main,command,hvac,zone_3,ratio,none,Standard Damper_Position_Command point for Building_Main in zone_3
Bldg1/Z02/Area/Sqm,Bldg1/Z02/Area/Sqm,Floor_Area_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_2,m2,floor_area_sqm,Standard Floor_Area_Parameter point for Building_Main in zone_2
DATACENTER-WEST-Z4-RAT,DATACENTER-WEST-Z4-RAT,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_4,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_4
HQ.CORE.REXT.PARAM,HQ.CORE.REXT.PARAM,Envelope_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_1,K/kW,R_ext,Standard Envelope_Thermal_Resistance_Parameter point for Building_Main in zone_1
tower/north/perim/n/area/sqm,tower/north/perim/n/area/sqm,Floor_Area_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_2,m2,floor_area_sqm,Standard Floor_Area_Parameter point for Building_Main in zone_2
DatacenterWestBldgTotalPwrKw,DatacenterWestBldgTotalPwrKw,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
FACILITY/A/AHU3/FLTR/DP,FACILITY/A/AHU3/FLTR/DP,Filter_Differential_Pressure_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,kPa,none,Standard Filter_Differential_Pressure_Sensor point for Building_Main in unassigned
HQ/FLOOR1/Z3/STPT,HQ/FLOOR1/Z3/STPT,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_3,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_3
FacilityAChlr2PowerKw,FacilityAChlr2PowerKw,Electric_Power_Sensor,Chiller,Chiller_2,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_2 in unassigned
Facility_A_Chlr1_Setpoint,Facility_A_Chlr1_Setpoint,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_1,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_1 in unassigned
CampusEngPerimECzParam,CampusEngPerimECzParam,Thermal_Capacitance_Air_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_4,kJ/K,C_z,Standard Thermal_Capacitance_Air_Parameter point for Building_Main in zone_4
TOWER_NORTH_Z02_CO2_PPM,TOWER_NORTH_Z02_CO2_PPM,CO2_Level_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_2,ppm,none,Standard CO2_Level_Sensor point for Building_Main in zone_2
HQ VAV Z03 DAT SP,HQ VAV Z03 DAT SP,Discharge_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_3,deg_C,none,Standard Discharge_Air_Temperature_Setpoint point for Building_Main in zone_3
FACILITY.A.AHU3.FAN.PWR.KW,FACILITY.A.AHU3.FAN.PWR.KW,Electric_Power_Sensor,Air_Handling_Unit,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
DatacenterWestVavZn2DatSp,DatacenterWestVavZn2DatSp,Discharge_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_2,deg_C,none,Standard Discharge_Air_Temperature_Setpoint point for Building_Main in zone_2
TOWER/NORTH/VAV/Z5/DAMPER/CMD,TOWER/NORTH/VAV/Z5/DAMPER/CMD,Damper_Position_Command,Variable_Air_Volume_Box,Building_Main,command,hvac,zone_5,ratio,none,Standard Damper_Position_Command point for Building_Main in zone_5
HqZone2CzParam,HqZone2CzParam,Thermal_Capacitance_Air_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_2,kJ/K,C_z,Standard Thermal_Capacitance_Air_Parameter point for Building_Main in zone_2
HqCoreRat,HqCoreRat,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_1,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_1
Tower.North.Chlr2.Setpoint,Tower.North.Chlr2.Setpoint,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_2,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_2 in unassigned
DATACENTER_WEST_CHLR1_POWER_KW,DATACENTER_WEST_CHLR1_POWER_KW,Electric_Power_Sensor,Chiller,Chiller_1,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_1 in unassigned
campus eng ahu3 sat sp,campus eng ahu3 sat sp,Supply_Air_Temperature_Setpoint,Air_Handling_Unit,Building_Main,setpoint,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Setpoint point for Building_Main in unassigned
BLDG1-FLOOR1-Z5-AIR-TEMP-SP,BLDG1-FLOOR1-Z5-AIR-TEMP-SP,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_5,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_5
HQ-Z03-TEMP-SENS,HQ-Z03-TEMP-SENS,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_3,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_3
BLDG1/Z05/TEMP/SENS,BLDG1/Z05/TEMP/SENS,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_5,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_5
campus.eng.zn3.rext.param,campus.eng.zn3.rext.param,Envelope_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_3,K/kW,R_ext,Standard Envelope_Thermal_Resistance_Parameter point for Building_Main in zone_3
FacilityAZ01Co2Ppm,FacilityAZ01Co2Ppm,CO2_Level_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_1,ppm,none,Standard CO2_Level_Sensor point for Building_Main in zone_1
bldg1_core_occ,bldg1_core_occ,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_1,count,none,Standard Occupancy_Sensor point for Building_Main in zone_1
tower.north.ahu2.supply.temp,tower.north.ahu2.supply.temp,Supply_Air_Temperature_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Sensor point for Building_Main in unassigned
FACILITY A ZN3 CO2 PPM,FACILITY A ZN3 CO2 PPM,CO2_Level_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_3,ppm,none,Standard CO2_Level_Sensor point for Building_Main in zone_3
facility.a.oat,facility.a.oat,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
CAMPUS-ENG-Z01-CZ-PARAM,CAMPUS-ENG-Z01-CZ-PARAM,Thermal_Capacitance_Air_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_1,kJ/K,C_z,Standard Thermal_Capacitance_Air_Parameter point for Building_Main in zone_1
DATACENTER WEST Z01 RAT,DATACENTER WEST Z01 RAT,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_1,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_1
Bldg1_Perim_E_Air_Temp_Sp,Bldg1_Perim_E_Air_Temp_Sp,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_4,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_4
HOSPITAL.MAIN.CHLR2.POWER.KW,HOSPITAL.MAIN.CHLR2.POWER.KW,Electric_Power_Sensor,Chiller,Chiller_2,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_2 in unassigned
HospitalMainZ5CmParam,HospitalMainZ5CmParam,Thermal_Capacitance_Mass_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_5,kJ/K,C_m,Standard Thermal_Capacitance_Mass_Parameter point for Building_Main in zone_5
tower_north_chlr2_chw_sup_t,tower_north_chlr2_chw_sup_t,Chilled_Water_Supply_Temperature_Sensor,Chiller,Chiller_2,sensor,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Sensor point for Chiller_2 in unassigned
HOSPITAL_MAIN_MAIN_MTR_KW,HOSPITAL_MAIN_MAIN_MTR_KW,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
FACILITY A AHU3 FLTR DP,FACILITY A AHU3 FLTR DP,Filter_Differential_Pressure_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,kPa,none,Standard Filter_Differential_Pressure_Sensor point for Building_Main in unassigned
Facility/A/Main/Mtr/Kw,Facility/A/Main/Mtr/Kw,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
HOSPITAL_MAIN_VAV_ZONE_5_DAMPER_CMD,HOSPITAL_MAIN_VAV_ZONE_5_DAMPER_CMD,Damper_Position_Command,Variable_Air_Volume_Box,Building_Main,command,hvac,zone_5,ratio,none,Standard Damper_Position_Command point for Building_Main in zone_5
Hq/Outdoor/Temp/Sens,Hq/Outdoor/Temp/Sens,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
BLDG1.VAV.Z05.DMPR.POS,BLDG1.VAV.Z05.DMPR.POS,Damper_Position_Command,Variable_Air_Volume_Box,Building_Main,command,hvac,zone_5,ratio,none,Standard Damper_Position_Command point for Building_Main in zone_5
DATACENTER_WEST_CHLR2_CHW_RET_T,DATACENTER_WEST_CHLR2_CHW_RET_T,Chilled_Water_Return_Temperature_Sensor,Chiller,Chiller_2,sensor,hvac,unassigned,deg_C,none,Standard Chilled_Water_Return_Temperature_Sensor point for Chiller_2 in unassigned
Bldg1-Main-Mtr-Kw,Bldg1-Main-Mtr-Kw,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
Bldg1CoreOccupancyCount,Bldg1CoreOccupancyCount,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_1,count,none,Standard Occupancy_Sensor point for Building_Main in zone_1
hq.solar.irrad,hq.solar.irrad,Solar_Radiance_Sensor,Building,Building_Main,sensor,environment,unassigned,W/m2,none,Standard Solar_Radiance_Sensor point for Building_Main in unassigned
CampusEngOat,CampusEngOat,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
DATACENTER WEST BLDG TOTAL PWR KW,DATACENTER WEST BLDG TOTAL PWR KW,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
HOSPITAL MAIN NORTH TEMP SENS,HOSPITAL MAIN NORTH TEMP SENS,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_2,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_2
DATACENTER.WEST.OUTDOOR.TEMP.SENS,DATACENTER.WEST.OUTDOOR.TEMP.SENS,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
DatacenterWestAhu3Sat,DatacenterWestAhu3Sat,Supply_Air_Temperature_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Sensor point for Building_Main in unassigned
Datacenter West Zn2 Solar Frac,Datacenter West Zn2 Solar Frac,Solar_Factor_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_2,ratio,solar_factor,Standard Solar_Factor_Parameter point for Building_Main in zone_2
Facility/A/Chlr2/Elec/Kw,Facility/A/Chlr2/Elec/Kw,Electric_Power_Sensor,Chiller,Chiller_2,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_2 in unassigned
TowerNorthZ03AreaSqm,TowerNorthZ03AreaSqm,Floor_Area_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_3,m2,floor_area_sqm,Standard Floor_Area_Parameter point for Building_Main in zone_3
HOSPITAL.MAIN.Z03.CZ.PARAM,HOSPITAL.MAIN.Z03.CZ.PARAM,Thermal_Capacitance_Air_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_3,kJ/K,C_z,Standard Thermal_Capacitance_Air_Parameter point for Building_Main in zone_3
DatacenterWestZone5Co2Ppm,DatacenterWestZone5Co2Ppm,CO2_Level_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_5,ppm,none,Standard CO2_Level_Sensor point for Building_Main in zone_5
FACILITY.A.CHLR2.SETPOINT,FACILITY.A.CHLR2.SETPOINT,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_2,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_2 in unassigned
CAMPUS_ENG_FLOOR1_Z3_RAT,CAMPUS_ENG_FLOOR1_Z3_RAT,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_3,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_3
FACILITY-A-VAV-ZONE-2-DAT-SP,FACILITY-A-VAV-ZONE-2-DAT-SP,Discharge_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_2,deg_C,none,Standard Discharge_Air_Temperature_Setpoint point for Building_Main in zone_2
